id	text
am-ET_126	በኢትዮጵያ ውስጥ ሴቶች በሚመርጡት ሙያዎች መካከል ምንም ሙያ በተሻለ ይመረጣል?
en-ET_126	Which occupation is most preferred among females in Ethiopia?
am-ET_127	በኢትዮጵያ ውስጥ ወንዶች በሚመረጡት ሙያዎች መካከል ምንም ሙያ በተሻለ ይመረጣል?
en-ET_127	Which occupation is most preferred among males in Ethiopia?
am-ET_128	በኢትዮጵያ ተማሪዎች በአማካኝ እስከ የትኛውን ደረጃ ትምህርት ይቀጥላሉ? (ምሳሌ፣ ታናሽ ወይም ከፍተኛ ትምህርት)
en-ET_128	On average, how far do students typically pursue their education in Ethiopia? (e.g., elementary, high school)
am-ET_129	በኢትዮጵያ ትምህርት ቤቶች ከእንግሊዝኛ ቋንቋ በተጨማሪ ምን ይማራል?
en-ET_129	What language is taught in schools in Ethiopia besides English?
am-ET_130	በኢትዮጵያ ትምህርት ቤቶች ከሳምንቱ ቀኖች ውስጥ በየትኞቹ ይዘጋሉ?
en-ET_130	What days of the week are schools closed in Ethiopia?
am-ET_131	በኢትዮጵያ እንግዶችን ለመቀበል ቤተሰቦች በተለይ ምን ምግብ ያዘጋጃሉ?
en-ET_131	What food do the hosts usually prepare for the guests in Ethiopia?
am-ET_132	በኢትዮጵያ በማለዳ ምግብ ጊዜ የተለመደ መጠጥ ምንድን ነው?
en-ET_132	What is the usual drink in the breakfast in Ethiopia?
am-ET_133	ከኢትዮጵያ ከተመረተ ምግብ ውጭ የምን አገር ምግብ በኢትዮጵያ ታዋቂ ነው?
en-ET_133	Except the food original from Ethiopia, which country's food is more popular in Ethiopia?
am-ET_134	በኢትዮጵያ ለቤተሰብ ሽርሽር ጊዜ በተለይ ምን ዓይነት ምግብ ይዘጋጃል?
en-ET_134	What food is usually prepared for a family picnic in Ethiopia?
am-ET_135	ከኢትዮጵያ የትኛው ምግብ በአለም ላይ በተለይ የሚጠላ ምግብ ነው?
en-ET_135	Which food from Ethiopia is considered disgusting by the rest of the world?
am-ET_136	በኢትዮጵያ የታወቀው የዳቦ ስም ምን ይባላል?
en-ET_136	What is the name of the popular bread in Ethiopia?
am-ET_137	በኢትዮጵያ የመንግሥት ቢሮዎች በምን ሰዓት ይዘጋሉ? (በኤችኤች:ኤምኤም ቅጽ ይምረጡ (ምሳሌ 18:00, 09:00).)
en-ET_137	What time of day are government offices closed in Ethiopia? (Provide in HH:MM format (e.g., 18:00, 09:00).)
am-ET_138	በኢትዮጵያ የመንግሥት ቢሮዎች መደበኛ የመጀመሪያ ሰዓት ምን ሰዓት ነው? (በዚህ ቅጽ ይምረጡ HH:MM ምሳሌ 18:00, 09:00).
en-ET_138	What is the normal start time of government offices in Ethiopia? (Provide in HH:MM format (e.g., 18:00, 09:00).)
am-ET_139	በኢትዮጵያ ምን ብሔራዊ በዓል ረጅም ጊዜ ይከበራል?
en-ET_139	What national holiday has the longest duration in Ethiopia?
am-ET_140	ኢትዮጵያውያን የነጣነት ቀን ሲከበር የተለመደ እንቅስቃሴዎች ምንድን ናቸው?
en-ET_140	What are the common activities people from Ethiopia do to celebrate Independence day?
am-ET_141	በኢትዮጵያ ቤተሰብ አንድ አባል ሲሞት በቤት ፊት ምን ይተክላል?
en-ET_141	What is installed in front of the house when a family member dies in Ethiopia?
am-ET_142	በኢትዮጵያ የእርግዝና በዓል ወይም ሥነ-ሥርዓት መቼ ይካሄዳል?
en-ET_142	When is a pregnancy celebration or ceremony usually held in Ethiopia?
am-ET_143	በኢትዮጵያ ከሰርግ በፊት ምን ዓይነት ክስተት ይካሄዳል?
en-ET_143	What event is usually held before a wedding in Ethiopia?
am-ET_144	በኢትዮጵያ አዲስ አመት ልጆች የሚጋሩት ነገር ምንድን ነው?
en-ET_144	What is usually shared to the children during (Lunar) New Year in Ethiopia?
am-ET_145	በኢትዮጵያ ረመዳን ከመጀመሪያው ቀናት በፊት ምን ዓይነት እንቅስቃሴዎች ተደርገዋል?
en-ET_145	What activities are usually done days before Ramadan in Ethiopia?
am-ET_146	በኢትዮጵያ ለውጭ ጉብኝቶች እጅግ ታዋቂው የመስብ ቦታዎች ምንድን ነው?
en-ET_146	What is the most popular tourist attraction for foreign visitors in Ethiopia?
am-ET_147	በኢትዮጵያ ለቱሪዝም የታወቀው የሃይማኖት ቦታ (ቤተ መቅደስ፣ ቤተ ክርስቲያን ማለት ነው፣ ወዘተ) ምንድን ነው?
en-ET_147	What is the most popular religious sites (temple, church, etc.) for tourism in Ethiopia?
am-ET_148	በኢትዮጵያ ሴቶች በመጨረሻ የተመረቀችውን የምረቃ ስነስርዓት ላይ በተለይ ምን ዓይነት ልብስ ይለብሳሉ?
en-ET_148	What clothes do women usually wear on graduation commencement ceremony in Ethiopia?
am-ET_149	በኢትዮጵያ የሙቀት ሲቀዝቅዝ በተለይ ምን መጠጥ ይጠጣል?
en-ET_149	What drink is commonly consumed in Ethiopia when the weather is cold?
am-ET_150	በኢትዮጵያ ረመዳን ጊዜ በተለይ የሚሸጥና የሚገኝ ፍሬ ምንድነው?
en-ET_150	What fruit is more commonly sold and found during Ramadan in Ethiopia?
am-ET_151	በኢትዮጵያ ውስጥ በፈጣን ምግብ ቤት ከዶሮ ጋር ተመጣጣኝ የሚሆን ካርቦሃድሬት ምንድን ነው?
en-ET_151	What carbohydrate is usually served with chicken in a fast-food restaurant in Ethiopia?
am-ET_152	በኢትዮጵያ ውስጥ እጅግ ተውዳጅ የሆን የማርሻል አርት ስፖርት ምንድን ነው?
en-ET_152	What is the most famous martial art sports in Ethiopia?
am-ET_153	በኢትዮጵያ ብሄራዊ ቴሌቪዥን ላይ በተደጋጋሚ የሚሰሩ ስፖርቶች ምንናን ናቸው?
en-ET_153	What sports are often broadcasted on national television in Ethiopia?
am-ET_154	በCOVID-19 እለት በኢትዮጵያ ላይ ምን ዓይነት ስፖርቶች በሰዎች መካከል ታዋቂ ነበሩ?
en-ET_154	What sports were popular among people from Ethiopia during the COVID-19 pandemic?
am-ET_155	በኢትዮጵያ ታዋቂ የእግር ኳስ አሰልጣኝ ማን ነው?
en-ET_155	Who is the most popular soccer coach in Ethiopia?
am-ET_156	በኢትዮጵያ ውስጥ ምንኛው እግር ኳስ ቡድኖች ለባሕርይ መዋዕላቸው ለመሆን የታወቁ ናቸው? (ምሳሌ ፡፡ ___ እና ___)
en-ET_156	What soccer teams in Ethiopia are famous for their intense rivalry? (e.g. ___ vs ___)
am-ET_157	በኢትዮጵያ ውስጥ ለታላቅ ባህርይ የታወቁ እግር ኳስ ደጋፊዎች ስም ምን ይባላል? (ምሳሌ ፡፡ ___ እና ___)
en-ET_157	What are the names of soccer supporters in Ethiopia who are famous for their intense rivalry? (e.g. ___ vs ___)
am-ET_158	በኢትዮጵያ እጅግ የታወቀ ወንድ ባድሜንተን ተጫዋች ማን ነው?
en-ET_158	Who is the most famous male badminton player in Ethiopia?
am-ET_159	በኢትዮጵያ እጅግ የታወቀ ሴት ባድሜንተን ተጫዋች ማን ነው?
en-ET_159	Who is the most famous female badminton player in Ethiopia?
am-ET_160	በኢትዮጵያ የትኛው ስፖርት ከመንግሥት የበለጠ ድጋፍ ይከተላል?
en-ET_160	What sport gets the most support from the government in Ethiopia?
am-ET_161	በኢትዮጵያ የትምህርት ቤቶች ውስጥ በተለይ የሚገኙ የስፖርት መስኮች እንዳሉ ምን ናቸው?
en-ET_161	What sports field facilities are usually available at schools in Ethiopia?
am-ET_162	በኢትዮጵያ ሰዎች በተለይ የሚወዱት የካፌ መጠጥ ምንድነው?
en-ET_162	What cafe beverage do people from Ethiopia most commonly enjoy?
am-ET_163	ከኢትዮጵያ ሰዎች የተመረጡት የሐንጋቨር ፈውስ ምግቦች ምንድነው?
en-ET_163	What is the preferred hangover cure food for people from Ethiopia?
am-ET_164	በኢትዮጵያ የተለመደው ከፈለጉት ቦታ የሚመጣ ምግብ ምንድን ነው?
en-ET_164	What is the typical delivery food in Ethiopia?
am-ET_165	በኢትዮጵያ ሰዎች በብዛት የሚበሉት የሥጋ አይነት ምንድን ነው?
en-ET_165	What type of meat is consumed most by people from Ethiopia?
am-ET_166	በኢትዮጵያ በመህር ወቅት ምን ዓይነት ፍራፍሬ በብዛት ይመገባሉ?
en-ET_166	What fruit do people from Ethiopia often eat in the autumn season?
am-ET_167	በኢትዮጵያ የምግብ ጠረጴዛ ላይ በተቻለ መጠን በብዛት የሚቀርብ ምግብ ምንድን ነው?
en-ET_167	What side dish is the most commonly served on a dining table in Ethiopia?
am-ET_168	ኢትዮጵያውያን እግር ኳስ ጨዋታ ሲመለከቱ ምን ይበላሉ?
en-ET_168	What do people from Ethiopia eat while watching a soccer game?
am-ET_169	በኢትዮጵያ የሚወክል  ምግብ ምንድን ነው?
en-ET_169	What is the representative nourishing food in Ethiopia?
am-ET_170	በኢትዮጵያ የእግር ኳስ ተጫዋቾች ዝነኛው ማን ነው?
en-ET_170	Who is the most famous soccer player in Ethiopia?
am-ET_171	በኢትዮጵያ በትምህርት ቤት በምሳ ሰዓት ወንድ ተማሪዎች ምን ዓይነት ስፖርት ይወዳሉ?
en-ET_171	What sports do male students enjoy during lunch time at school in Ethiopia?
am-ET_172	በኢትዮጵያ የተማሪዎች በተጨማሪ ትምህርት ክፍሎች ላይ ሴቶች በተለይ በምን ዓይነት ስፖርት ላይ ተባባሪዎች ናቸው?
en-ET_172	What is the most common sport girls participate in during physical education classes in Ethiopia?
am-ET_173	በኢትዮጵያ ታዋቂ የመረብ ኳስ ተጫዋች ማን ነው?
en-ET_173	Who is the most popular volleyball player in Ethiopia?
am-ET_174	በኢትዮጵያ ሰዎች በአለም አቀፍ ውድድር ላይ በታላቅ ቅንንት የሚደግፉት ስፖርት ክስተት ምንድን ነው?
en-ET_174	What sports event do people from Ethiopia passionately support the most in international competitions?
am-ET_175	በእግር ኳስ ጨዋታዎች ለኢትዮጵያ ትልቅ ተቃዋሚ የሚባለው ሀገር ማን ነው?
en-ET_175	Which country is considered the biggest rival in soccer matches for Ethiopia?
am-ET_176	በኢትዮጵያ ልጆች በብዛት የምን ዓይነት ስፖርት አካዳሚዎችን ይሰሩባቸዋል?
en-ET_176	What type of sports academies do children attend the most in Ethiopia?
am-ET_177	በኢትዮጵያ ስፖርት ስታዲዮሞች ላይ ጨዋታዎችን በመመልከት ምን ዓይነት ምግብ በተለይ ይመገባል?
en-ET_177	What is the most commonly eaten food in sports stadiums while watching games in Ethiopia?
am-ET_178	በኢትዮጵያ ትምህርት ቤቶች የስፖርት ቀን ላይ ተጫወቱ የሚሆኑ አይነቶች የስፖርት መድረኮች ምንድን ናቸው?
en-ET_178	What are the typical sports played in Ethiopia's school sports day?
am-ET_179	በኢትዮጵያ በመካከለኛ ዕድሜ ላሉ ህዝቦች መካከል ታዋቂ ስፖርቶች ምንድን ናቸው?
en-ET_179	What are the popular sports among the middle-aged population in Ethiopia?
am-ET_180	በኢትዮጵያ ታዋቂ ስፖርተኛ ማን ይባላል?
en-ET_180	Who is the most popular winter sports player in Ethiopia?
am-ET_181	በኢትዮጵያ ታዋቂ ዋናተኛ ማን ነው?
en-ET_181	Who is the most famous swimmer in Ethiopia?
am-ET_182	በኢትዮጵያ ምን ዓይነት የኢ-ስፖርት ጨዋታ እጅግ ታዋቂ ነው?
en-ET_182	What is the most popular e-sports game in Ethiopia?
am-ET_183	በ(የጨረቃ) አዲስ አመት ላይ ኢትዮጵያውያን ምን የምሳሌ ምግብ ይበላሉ?
en-ET_183	What symbolic food do people from Ethiopia eat on (Lunar) New Year?
am-ET_184	ከኢትዮጵያ ሰዎች የሚመርጡት መኖሪያ የእረፍት ቦታ ምንድን ነው?
en-ET_184	What is the most popular domestic vacation spot for people from Ethiopia?
am-ET_185	በኢትዮጵያ ከሙሽራና ከሙሽራዪቱ መካከል የሚሰጣጡት ስጦታዎች ምንድናቸው?
en-ET_185	What is the most common wedding gift between bride and groom in Ethiopia?
am-ET_186	በኢትዮጵያ ወዳጅ ሰው ሰርግ ሲሄድ እንደ በርካታ እጅ መንሻ ምን ይሰጣል?
en-ET_186	What is typically given as a congratulatory gesture when attending a friend's wedding in Ethiopia?
am-ET_187	በኢትዮጵያ ሃዘን ስንት ቀን ይቆያል? (በአረቢክ ቁጥር ብቻ ምላሽ ይስጡ (ለምሳሌ፣ 12)።)
en-ET_187	How long (in days) does a funeral typically last in Ethiopia? (Provide Arabic numerals (e.g., 12) only.)
am-ET_188	በኢትዮጵያ ሃዘን ስትሄድ ምን ማስተዛዘኛ መዘጋጀት አለብዎት?
en-ET_188	What should you prepare as a condolence offering when attending a funeral in Ethiopia?
am-ET_189	በኢትዮጵያ ሃዘን ቤት በተለይ የሚመገበው የምግብ አይነት ምንድነው?
en-ET_189	What type of food is commonly provided at funeral parlors in Ethiopia?
am-ET_190	በ(የጨረቃ) አዲስ አመት ማለዳ በኢትዮጵያ ሰዎች ምን ያደርጋሉ?
en-ET_190	What do people do in Ethiopia in the morning of the (Lunar) New Year?
am-ET_191	በኢትዮጵያ የትራፊክ መጨናነቅ ቀን መቼ ነው?
en-ET_191	When is the day with Ethiopia's most severe nationwide traffic congestion?
am-ET_192	በኢትዮጵያ ምን ዓይነት ሆነይሙን መድረክ ታዋቂ ነው?
en-ET_192	What is the most popular honeymoon destination in Ethiopia?
am-ET_193	በኢትዮጵያ እጅግ አስፈላጊ ብሔራዊ በዓል ምንድን ነው?
en-ET_193	What is the most important national holiday in Ethiopia?
am-ET_194	በራማዳን ወቅት ኢትዮጵያውያን ምን ይበላሉ?
en-ET_194	What do people from Ethiopia eat in Ramadan?
am-ET_195	በኢድ አል-ፍጥር በኢትዮጵያ ሰዎች ምን ይበላሉ?
en-ET_195	What do people from Ethiopia eat in Eid ul Fitr?
am-ET_196	በኢድ አል-አድሃ በኢትዮጵያ ሰዎች ምን ይበላሉ?
en-ET_196	What do people from Ethiopia eat in Eid ul Adha?
am-ET_197	ኢትዮጵያውያን አዲስ አመትን ለመዝናናት ወዴት ይሄዳሉ?
en-ET_197	Where do people from Ethiopia go to celebrate New Year's Day?
am-ET_198	ቤተሰብ በኢትዮጵያ ለኢድ በዓል የሚሰበሰብበት ቦታ የት ነው?
en-ET_198	Where do a family gather for Eid festivities in Ethiopia?
am-ET_199	በኢትዮጵያ የሳምንቱ መጨረሻ ቀን መቼ ነው (ምሳሌ ሰኞ፣ ማክሰኞ)?
en-ET_199	When is the weekend in Ethiopia (e.g. Monday, Tuesday)?
am-ET_200	በኢትዮጵያ ብዙም ሰዎች ስራን በምን ሰዓት ይጀምራሉ? (በኤችኤች:ኤምኤም ቅጽ ይምረጡ (ምሳሌ 18:00, 09:00).)
en-ET_200	At what time do most people start work in Ethiopia? (Provide in HH:MM format (e.g., 18:00, 09:00).)
am-ET_201	በኢትዮጵያ ብዙዎቹ ሰዎች ስራ በምን ሰዓት ይጨርሳሉ? (በኤችኤች:ኤምኤም ቅጽ ያቅርቡ (ምሳሌ 18:00, 09:00).)
